epoch,accuracy,loss,roc_auc,precision,recall,val_accuracy,val_loss,val_roc_auc,val_precision,val_recall
0,83.6826557884,0.512059146732,87.9522099074,85.4156128815,50.6549345065,83.7974683544,0.382922385177,87.2702480592,81.1320754717,52.2918615529
1,87.5509917007,0.339328219015,92.4290437774,83.2458860005,69.803019698,87.3417721519,0.317636132301,91.5366361137,80.7567567568,69.8783910196
2,88.9520326347,0.293515283669,93.7856651815,86.4936313386,71.9728027197,88.6582278481,0.286227214819,92.867676974,84.6153846154,71.0009354537
3,90.2743001829,0.267559822365,95.0752196155,88.7585880123,74.9225077492,89.3670886076,0.263994047,93.9185931244,86.0155382908,72.4976613658
4,91.1042340695,0.249739511947,95.8520085198,90.9570008384,75.9324067593,89.7974683544,0.251138548142,94.4988439143,87.331838565,72.8718428438
5,91.5346743564,0.230329345594,96.368184392,90.5380333952,78.0721927807,89.7721518987,0.251305018618,94.5178224872,85.7142857143,74.6492048644
6,92.4630749754,0.213580475953,97.013654315,92.187139894,79.9920007999,90.3291139241,0.252071393117,94.50075963,86.7379679144,75.8652946679
7,92.7978618652,0.197577215725,97.2515192695,93.9100672725,79.5620437956,90.4556962025,0.265806721087,94.4049413775,88.021978022,74.9298409729
8,93.0144886763,0.179723431169,97.4558767698,94.1404415218,80.1619838016,90.6075949367,0.263861518283,94.4929181837,88.1004366812,75.4911131899
9,93.6362357575,0.16866147422,97.8946050157,96.7274483758,80.0919908009,90.5569620253,0.273588096175,94.4213223698,89.5454545455,73.7137511693
10,94.2551695034,0.157237231508,98.2801760929,97.2568578554,81.8918108189,91.4430379747,0.272326185371,94.9084174273,91.4869466515,75.3975678204
11,94.6602897735,0.145551694439,98.5834987007,98.7134784177,82.0917908209,90.6835443038,0.285189346362,95.0254546659,92.0768307323,71.7492984097
12,94.5393163595,0.137361624117,98.3867813696,96.4071856287,83.7116288371,91.0632911392,0.278780624693,94.7029650408,89.2543859649,76.1459307764
13,95.2539035026,0.136098961768,98.7271729686,97.2601182356,85.5414458554,91.3417721519,0.284755929618,94.91439998,89.7267759563,76.800748363
14,95.3636235757,0.121006249552,98.8005029164,97.8901502121,85.3614638536,91.3164556962,0.293021905845,95.1684190053,89.1163793103,77.36202058
15,94.5533830356,0.121635182877,98.4866033441,93.7506780948,86.401359864,90.6835443038,0.31138751503,94.9859552067,84.6001974334,80.1683816651
16,95.8447038965,0.112940941684,98.9642778401,98.2017643067,86.8213178682,91.9493670886,0.290150864645,95.5983997605,89.237199582,79.8877455566
17,95.8221972148,0.106034352688,98.9746124041,98.6851131946,86.301369863,91.0886075949,0.339870621268,94.6504046219,88.7567567568,76.800748363
18,96.2498241665,0.103430635113,99.1476102938,99.2164433341,87.3612638736,91.3417721519,0.309310111268,95.5155207061,89.3824485374,77.174929841
19,95.5211703474,0.101687601298,98.9197582356,98.4222043073,85.4514548545,90.835443038,0.333723546546,94.9684134205,89.1472868217,75.3040224509
20,96.3173442116,0.107454882444,99.1769018173,99.6685714286,87.201279872,91.8481012658,0.349033923436,95.4025340697,91.0891089109,77.4555659495
21,95.4874103249,0.0959326725508,98.7817485281,98.3085950984,85.4314568543,91.6962025316,0.365007844439,94.9651420925,90.848952591,77.0813844715
22,96.0106906738,0.100106840223,99.0478312801,98.5408890397,87.1112888711,91.746835443,0.345963226806,95.3653805504,90.4243743199,77.736202058
23,95.1554367703,0.0837222023576,98.4835855202,97.2168358618,85.2214778522,91.1139240506,0.415455513906,94.5230663529,88.8528138528,76.800748363
24,96.2948375299,0.103433830336,99.1544276515,99.0732368897,87.6512348765,91.9493670886,0.342994899606,95.6318841973,89.8197242842,79.2329279701
25,95.9009706006,0.0894958539701,99.0381222409,99.6744186047,85.7114288571,91.3924050633,0.411940905942,94.8219342299,92.0415224913,74.6492048644
26,95.4592769729,0.0930176842228,98.804159476,99.0984662218,84.6315368463,90.5063291139,0.435556693277,94.2210083223,89.8850574713,73.1524789523
27,96.3539175693,0.0950557054387,99.1889589228,98.9319842608,87.9912008799,91.8227848101,0.371677668683,95.9104503588,88.5330578512,80.1683816651
28,96.3736109157,0.0930181801878,99.1623184417,99.0872210953,87.9212078792,91.6708860759,0.346399315135,95.554460062,88.4615384615,79.6071094481
29,96.3820509214,0.0862550769807,99.1851517557,99.0433314575,87.9912008799,91.7215189873,0.407732490429,95.4628628779,88.326446281,79.9812909261
30,96.2301308201,0.0913925737208,99.141008425,99.1487912836,87.3512648735,91.7721518987,0.367048132895,95.2919339604,90.3470715835,77.923292797
31,96.148544099,0.0961762525012,99.0981809273,98.6364660807,87.5212478752,91.3164556962,0.411407485114,95.0802230283,88.1302521008,78.484565014
32,96.5958643972,0.0843900244889,99.2539708212,99.7960802085,88.0811918808,92.0,0.442890400947,95.6260234061,89.5899053628,79.7006548176
33,96.4777043185,0.0931975656652,99.2180747866,99.4014680971,88.0111988801,92.0506329114,0.409085457423,95.7698157244,89.3639207508,80.1683816651
34,96.5311576874,0.0853885521217,99.2468037099,99.840836744,87.8112188781,92.4050632911,0.406979593355,95.8526379567,91.7480998914,79.0458372311
35,95.9741173161,0.0804594474564,99.0325798104,97.4844858156,87.9612038796,91.5189873418,0.354586606052,95.534961973,86.4811133201,81.3844714687
36,96.1682374455,0.0916642478143,99.1356355869,99.0017016449,87.2612738726,91.8734177215,0.353591822895,95.4407022689,90.2150537634,78.484565014
37,96.4523843016,0.0896933010278,99.2225064019,99.8630762209,87.5112488751,91.8481012658,0.418312519208,95.2575647228,91.7318435754,76.800748363
38,96.2357574905,0.0878442533376,99.0990921069,99.6788622548,86.901309869,91.6202531646,0.425183227439,94.7419043967,90.5494505495,77.0813844715
39,96.3201575468,0.0852873793406,99.1656320001,98.9415606351,87.8612138786,91.1898734177,0.395053567773,95.4679038077,87.6698014629,78.484565014
40,96.5424110283,0.0830453117213,99.2403860146,99.8409090909,87.8512148785,91.7974683544,0.479626172313,95.0557002444,90.0968783638,78.297474275
41,96.3848642566,0.0825339744477,99.1759346615,99.4216375595,87.6612338766,91.8734177215,0.424395172611,95.5005521482,89.7872340426,78.9522918616
42,96.2892108595,0.08670344668,99.1336927613,99.1063348416,87.601239876,91.4683544304,0.42667368065,94.9835443272,88.5263157895,78.671655753
43,96.3117175411,0.0940215793755,99.1703982984,99.5213129701,87.3112688731,91.5189873418,0.424116820369,94.9768230876,90.5077262693,76.7072029935
44,96.5902377268,0.084300591409,99.2673569708,99.9431753608,87.9312068793,91.9493670886,0.449172404567,95.27897041,92.2384701912,76.7072029935
45,95.5042903362,0.0965797485123,98.8196883804,96.9074466897,86.7913208679,91.164556962,0.435648004598,94.8582191832,87.422037422,78.671655753
46,96.5199043466,0.087873643635,99.2316698686,99.6712763546,87.9212078792,92.1772151899,0.371990847188,95.6952408103,90.4255319149,79.5135640786
47,96.5874243916,0.0827797019499,99.2544266557,99.954524784,87.9112088791,92.1518987342,0.406273520038,95.3747643102,91.9337016575,77.8297474275
48,96.4383176255,0.0782355469519,99.1988505698,99.7720797721,87.5412458754,92.1518987342,0.426999915099,95.4823284972,91.8412348401,77.923292797
49,96.4805176537,0.0868236024643,99.2122091228,99.7837960856,87.6812318768,91.7215189873,0.453030057014,94.7080952624,91.4988814318,76.5201122544
50,96.1766774511,0.0866018409274,99.1006894848,98.6489529385,87.6112388761,90.8101265823,0.468711988021,94.741263119,86.0940695297,78.7652011225
51,96.4917709945,0.0888252838851,99.2303756627,99.8746581586,87.6412358764,91.746835443,0.427589114889,95.2650977064,90.779363337,77.36202058
52,96.5002110001,0.0778061218967,99.2167077725,99.4578109116,88.0411958804,91.9240506329,0.443226283924,95.5558887313,88.4221311475,80.7296538821
53,96.578984386,0.0947396865123,99.2526762239,99.7508211575,88.0611938806,91.6708860759,0.410061041916,95.7008093736,88.784067086,79.2329279701
54,96.6071177381,0.0795938880532,99.2609109939,99.8187379631,88.101189881,91.746835443,0.430372841728,95.7088131687,88.4974093264,79.8877455566
55,96.5677310452,0.086110129971,99.2563352301,99.604564456,88.1511848815,92.0759493671,0.429541898838,95.7000463343,88.9690721649,80.7296538821
56,96.6380644254,0.0764930100194,99.2704660986,99.9546176537,88.0911908809,92.4050632911,0.435238020435,95.8452348521,90.7741251326,80.0748362956
57,96.5902377268,0.0740128979691,99.2560891108,99.7622013362,88.0911908809,92.0759493671,0.50082807482,95.8811464032,88.9690721649,80.7296538821
58,96.2498241665,0.101296107068,99.1206574418,98.9606868504,87.5912408759,91.7215189873,0.400369872341,95.4501428507,88.6458333333,79.6071094481
59,96.4833309889,0.0866574985327,99.2223304486,99.8973657202,87.5912408759,92.253164557,0.427297893438,95.5910940652,92.1546961326,78.0168381665
