epoch,accuracy,loss,roc_auc,precision,recall,val_accuracy,val_loss,val_roc_auc,val_precision,val_recall
0,92.8257933828,0.458287987413,96.9963593827,91.6638655462,81.9164914389,92.8625664389,0.200616358602,96.8787306297,90.5775075988,82.5484764543
1,94.8176907495,0.272424990677,98.5013355724,91.6283348666,89.7566836888,94.5330296128,0.150595460446,98.127586087,90.9348441926,88.91966759
2,95.2059419311,0.23723699217,98.7362609425,91.8460139436,91.018323821,94.6848899013,0.147967184894,98.2405915692,91.452991453,88.91966759
3,95.4422687373,0.224034754329,98.8496320014,93.9766635131,89.5163712827,94.5330296128,0.143552521293,98.2400120539,93.6555891239,85.8725761773
4,94.9442943957,0.209766882264,98.7752061011,89.7033158813,92.6404325623,93.470007593,0.155986521515,98.2475457527,86.8632707775,89.7506925208
5,95.0708980419,0.210637980643,98.8338711084,95.7042957043,86.3322319015,94.30523918,0.146887713799,98.4312521007,94.9685534591,83.6565096953
6,95.2650236327,0.208542304726,98.9033031355,89.9307559146,93.6317212376,93.9255884586,0.153086156026,98.5077481195,87.4666666667,90.8587257618
7,95.0118163403,0.197019338778,98.6797812505,90.4311872416,91.9795734455,93.3181473045,0.162135121791,97.945473406,87.6033057851,88.0886426593
8,95.5857528697,0.19468832664,98.9504544663,94.8529411765,89.1258636227,94.5330296128,0.141281096232,98.364607842,93.3933933934,86.1495844875
9,95.5688723835,0.187936579035,98.8965788169,93.6216552582,90.3875037549,94.6848899013,0.136886561042,98.447478529,92.4198250729,87.811634349
10,95.9318028359,0.187648834951,99.0620845014,91.6593503073,94.0823069991,94.4570994685,0.134275033544,98.7268049004,89.3442622951,90.5817174515
11,95.9149223498,0.189706417494,99.0422244892,93.7019969278,91.6191048363,94.7608200456,0.130921641672,98.6368351511,92.6900584795,87.811634349
12,95.5351114112,0.186233451365,99.0450947542,89.7727272727,94.9234004205,94.1533788914,0.140976037482,98.6982637722,87.5661375661,91.6897506925
13,96.1850101283,0.183153738561,99.0713908243,95.0516755402,91.1685190748,94.1533788914,0.137683078398,98.490942176,92.0118343195,86.1495844875
14,95.9908845375,0.182100619459,99.0700729354,94.399502178,91.138480024,95.0645406226,0.127408001382,98.6620440663,93.2748538012,88.3656509695
15,95.9908845375,0.176436548063,99.0665600343,93.2686476653,92.4001201562,94.3811693242,0.137455975078,98.579463137,91.3544668588,87.811634349
16,95.9233625928,0.179223830488,99.0769717971,92.6558752998,92.8507059177,94.1533788914,0.155713542425,98.3075255856,90.1129943503,88.3656509695
17,95.7461174882,0.174880116792,99.0673260848,90.7883338146,94.4427756083,94.5330296128,0.143176972645,98.5323775194,88.5333333333,91.9667590028
18,95.9824442944,0.17331016122,99.0173908791,93.9599383667,91.5890657855,94.3811693242,0.136301020464,98.4237184019,92.3303834808,86.703601108
19,96.0415259959,0.172239404768,99.081573389,92.661097852,93.3012916792,94.6848899013,0.139598645177,98.4690654736,90.0826446281,90.5817174515
20,95.0793382849,0.173562417998,99.1060825957,97.3775017253,84.7702012616,94.2293090357,0.147754251001,98.3727210561,96.4169381107,81.9944598338
21,96.1596893991,0.168349972346,99.1385282261,93.7309799148,92.5202763593,94.7608200456,0.131902762151,98.5732333476,91.7142857143,88.91966759
